0.00.428.254 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.502.008 I srv    load_model: loading model 'bartowski/Qwen_Qwen3.6-35B-A3B-GGUF:Q5_K_M'
0.19.657.475 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.19.657.481 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.19.657.481 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.20.182.804 I srv    load_model: loaded multimodal model, '/home/riverwest/.cache/huggingface/hub/models--bartowski--Qwen_Qwen3.6-35B-A3B-GGUF/snapshots/5c2410d71524f4f72b023ce8daf7a80528226d5f/mmproj-Qwen_Qwen3.6-35B-A3B-bf16.gguf'
0.20.215.207 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.20.225.321 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.20.225.484 I srv  llama_server: model loaded
0.20.225.541 I srv  llama_server: listening on http://127.0.0.1:8080
0.47.333.491 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.32.209.468 I slot print_timing: id  0 | task 2090 | prompt eval time =     274.93 ms /    97 tokens (    2.83 ms per token,   352.82 tokens per second)
1.32.209.472 I slot print_timing: id  0 | task 2090 |        eval time =    1141.46 ms /    84 tokens (   13.59 ms per token,    73.59 tokens per second)
1.32.209.472 I slot print_timing: id  0 | task 2090 |       total time =    1416.39 ms /   181 tokens
1.32.209.473 I slot print_timing: id  0 | task 2090 |    graphs reused =       2128
1.32.210.122 I slot      release: id  0 | task 2090 | stop processing: n_tokens = 18297, truncated = 0
1.32.286.426 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
1.32.288.710 I slot launch_slot_: id  0 | task 2177 | processing task, is_child = 0
1.33.525.013 I slot print_timing: id  0 | task 2177 | prompt eval time =     218.60 ms /    32 tokens (    6.83 ms per token,   146.39 tokens per second)
1.33.525.017 I slot print_timing: id  0 | task 2177 |        eval time =    1017.66 ms /    75 tokens (   13.57 ms per token,    73.70 tokens per second)
1.33.525.019 I slot print_timing: id  0 | task 2177 |       total time =    1236.26 ms /   107 tokens
1.33.525.020 I slot print_timing: id  0 | task 2177 |    graphs reused =       2201
1.33.525.748 I slot      release: id  0 | task 2177 | stop processing: n_tokens = 18403, truncated = 0
1.33.916.267 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
1.33.918.077 I slot launch_slot_: id  0 | task 2255 | processing task, is_child = 0
1.35.755.535 I slot print_timing: id  0 | task 2255 | prompt eval time =     334.27 ms /   225 tokens (    1.49 ms per token,   673.10 tokens per second)
1.35.755.538 I slot print_timing: id  0 | task 2255 |        eval time =    1503.16 ms /   109 tokens (   13.79 ms per token,    72.51 tokens per second)
1.35.755.539 I slot print_timing: id  0 | task 2255 |       total time =    1837.44 ms /   334 tokens
1.35.755.540 I slot print_timing: id  0 | task 2255 |    graphs reused =       2307
1.35.756.776 I slot      release: id  0 | task 2255 | stop processing: n_tokens = 18736, truncated = 0
1.35.774.999 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 9491375785
1.35.907.584 I slot launch_slot_: id  0 | task 2367 | processing task, is_child = 0
1.39.294.905 I slot print_timing: id  0 | task 2367 | n_decoded =    228, tg =  75.86 t/s, tg_3s =  75.86 t/s
1.42.303.234 I slot print_timing: id  0 | task 2367 | n_decoded =    456, tg =  75.82 t/s, tg_3s =  75.79 t/s
1.45.306.364 I slot print_timing: id  0 | task 2367 | n_decoded =    687, tg =  76.19 t/s, tg_3s =  76.92 t/s
1.48.310.464 I slot print_timing: id  0 | task 2367 | n_decoded =    915, tg =  76.13 t/s, tg_3s =  75.96 t/s
1.49.697.337 I slot print_timing: id  0 | task 2367 | prompt eval time =     381.77 ms /   288 tokens (    1.33 ms per token,   754.37 tokens per second)
1.49.697.340 I slot print_timing: id  0 | task 2367 |        eval time =   13407.95 ms /  1020 tokens (   13.15 ms per token,    76.07 tokens per second)
1.49.697.341 I slot print_timing: id  0 | task 2367 |       total time =   13789.73 ms /  1308 tokens
1.49.697.342 I slot print_timing: id  0 | task 2367 |    graphs reused =       3321
1.49.697.368 I slot      release: id  0 | task 2367 | stop processing: n_tokens = 1307, truncated = 0
1.51.983.327 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 9505316376
1.52.060.589 I slot launch_slot_: id  0 | task 3392 | processing task, is_child = 0
1.55.731.079 I slot print_timing: id  0 | task 3392 | n_decoded =    218, tg =  72.41 t/s, tg_3s =  72.41 t/s
1.55.828.142 I slot print_timing: id  0 | task 3392 | prompt eval time =     659.90 ms /   565 tokens (    1.17 ms per token,   856.19 tokens per second)
1.55.828.145 I slot print_timing: id  0 | task 3392 |        eval time =    3107.62 ms /   225 tokens (   13.81 ms per token,    72.40 tokens per second)
1.55.828.146 I slot print_timing: id  0 | task 3392 |       total time =    3767.52 ms /   790 tokens
1.55.828.147 I slot print_timing: id  0 | task 3392 |    graphs reused =       3543
1.55.829.253 I slot      release: id  0 | task 3392 | stop processing: n_tokens = 17820, truncated = 0
1.55.904.877 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.999 (> 0.100 thold), f_keep = 1.000
1.55.907.058 I slot launch_slot_: id  0 | task 3621 | processing task, is_child = 0
1.59.092.597 I slot print_timing: id  0 | task 3621 | n_decoded =    218, tg =  72.50 t/s, tg_3s =  72.50 t/s
2.01.701.180 I slot print_timing: id  0 | task 3621 | prompt eval time =     178.57 ms /    19 tokens (    9.40 ms per token,   106.40 tokens per second)
2.01.701.184 I slot print_timing: id  0 | task 3621 |        eval time =    5615.53 ms /   407 tokens (   13.80 ms per token,    72.48 tokens per second)
2.01.701.185 I slot print_timing: id  0 | task 3621 |       total time =    5794.10 ms /   426 tokens
2.01.701.186 I slot print_timing: id  0 | task 3621 |    graphs reused =       3946
2.01.702.201 I slot      release: id  0 | task 3621 | stop processing: n_tokens = 18245, truncated = 0
2.01.770.986 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
2.01.772.978 I slot launch_slot_: id  0 | task 4031 | processing task, is_child = 0
2.05.020.193 I slot print_timing: id  0 | task 4031 | n_decoded =    218, tg =  72.42 t/s, tg_3s =  72.42 t/s
2.08.023.862 I slot print_timing: id  0 | task 4031 | n_decoded =    435, tg =  72.33 t/s, tg_3s =  72.25 t/s
2.11.025.292 I slot print_timing: id  0 | task 4031 | n_decoded =    652, tg =  72.32 t/s, tg_3s =  72.30 t/s
2.11.122.731 I slot print_timing: id  0 | task 4031 | prompt eval time =     237.15 ms /    53 tokens (    4.47 ms per token,   223.49 tokens per second)
2.11.122.734 I slot print_timing: id  0 | task 4031 |        eval time =    9112.58 ms /   659 tokens (   13.83 ms per token,    72.32 tokens per second)
2.11.122.735 I slot print_timing: id  0 | task 4031 |       total time =    9349.72 ms /   712 tokens
2.11.123.178 I slot print_timing: id  0 | task 4031 |    graphs reused =       4600
2.11.123.942 I slot      release: id  0 | task 4031 | stop processing: n_tokens = 18956, truncated = 0
2.11.192.838 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 1.000
2.11.194.930 I slot launch_slot_: id  0 | task 4693 | processing task, is_child = 0
2.12.537.618 I slot print_timing: id  0 | task 4693 | prompt eval time =     226.06 ms /    54 tokens (    4.19 ms per token,   238.88 tokens per second)
2.12.537.621 I slot print_timing: id  0 | task 4693 |        eval time =    1116.61 ms /    81 tokens (   13.79 ms per token,    72.54 tokens per second)
2.12.537.621 I slot print_timing: id  0 | task 4693 |       total time =    1342.67 ms /   135 tokens
2.12.537.622 I slot print_timing: id  0 | task 4693 |    graphs reused =       4679
2.12.538.360 I slot      release: id  0 | task 4693 | stop processing: n_tokens = 19090, truncated = 0
2.12.610.433 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 1.000
2.12.612.712 I slot launch_slot_: id  0 | task 4777 | processing task, is_child = 0
2.13.948.256 I slot print_timing: id  0 | task 4777 | prompt eval time =     215.34 ms /    32 tokens (    6.73 ms per token,   148.60 tokens per second)
2.13.948.259 I slot print_timing: id  0 | task 4777 |        eval time =    1120.18 ms /    82 tokens (   13.66 ms per token,    73.20 tokens per second)
2.13.948.260 I slot print_timing: id  0 | task 4777 |       total time =    1335.52 ms /   114 tokens
2.13.948.261 I slot print_timing: id  0 | task 4777 |    graphs reused =       4758
2.13.949.030 I slot      release: id  0 | task 4777 | stop processing: n_tokens = 19203, truncated = 0
2.14.103.468 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 1.000
2.14.105.909 I slot launch_slot_: id  0 | task 4862 | processing task, is_child = 0
2.17.458.888 I slot print_timing: id  0 | task 4862 | n_decoded =    217, tg =  72.16 t/s, tg_3s =  72.16 t/s
2.20.271.893 I slot print_timing: id  0 | task 4862 | prompt eval time =     345.56 ms /   240 tokens (    1.44 ms per token,   694.51 tokens per second)
2.20.271.898 I slot print_timing: id  0 | task 4862 |        eval time =    5820.39 ms /   421 tokens (   13.83 ms per token,    72.33 tokens per second)
2.20.271.899 I slot print_timing: id  0 | task 4862 |       total time =    6165.95 ms /   661 tokens
2.20.271.900 I slot print_timing: id  0 | task 4862 |    graphs reused =       5175
2.20.272.723 I slot      release: id  0 | task 4862 | stop processing: n_tokens = 19863, truncated = 0
2.20.291.772 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 9535891733
2.20.427.822 I slot launch_slot_: id  0 | task 5286 | processing task, is_child = 0
2.23.812.647 I slot print_timing: id  0 | task 5286 | n_decoded =    231, tg =  76.84 t/s, tg_3s =  76.84 t/s
2.26.813.369 I slot print_timing: id  0 | task 5286 | n_decoded =    461, tg =  76.74 t/s, tg_3s =  76.65 t/s
2.29.824.699 I slot print_timing: id  0 | task 5286 | n_decoded =    694, tg =  76.95 t/s, tg_3s =  77.37 t/s
2.32.826.268 I slot print_timing: id  0 | task 5286 | n_decoded =    928, tg =  77.21 t/s, tg_3s =  77.96 t/s
2.34.729.372 I slot print_timing: id  0 | task 5286 | prompt eval time =     378.50 ms /   288 tokens (    1.31 ms per token,   760.90 tokens per second)
2.34.729.375 I slot print_timing: id  0 | task 5286 |        eval time =   13923.01 ms /  1076 tokens (   12.94 ms per token,    77.28 tokens per second)
2.34.729.376 I slot print_timing: id  0 | task 5286 |       total time =   14301.51 ms /  1364 tokens
2.34.729.376 I slot print_timing: id  0 | task 5286 |    graphs reused =       6245
2.34.729.402 I slot      release: id  0 | task 5286 | stop processing: n_tokens = 1363, truncated = 0
